'CN=List- ABU IT Change Management,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUITChangeManagement@cobalt.com|List- ABU IT Change Management'
'CN=List- ABU IT Change Management,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUITChangeManagement@cobaltgroup.com|List- ABU IT Change Management'
'CN=List- ABU IT Dashboard,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUITDashboard@exchange.Cobaltgroup.com|List- ABU IT Dashboard'
'CN=List- ABU IT Dashboard,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUITDashboard@main.cobaltgroup.com|List- ABU IT Dashboard'
'CN=List- ABU IT Dashboard,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUITDashboard@cobalt.com|List- ABU IT Dashboard'
'CN=List- ABU IT Dashboard,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUITDashboard@cobaltgroup.com|List- ABU IT Dashboard'
'CN=List- ABU LFR,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|List-ABULFR@cobalt.com|List- ABU LFR'
'CN=List- ABU LFR,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|List-ABULFR@exchange.Cobaltgroup.com|List- ABU LFR'
'CN=List- ABU LFR,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|List-ABULFR@main.cobaltgroup.com|List- ABU LFR'
'CN=List- ABU LFR,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|List-ABULFR@cobaltgroup.com|List- ABU LFR'
'CN=List- ABU Operations,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|listabuop@cobalt.com|List- ABU Operations'
'CN=List- ABU Operations,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|listabuop@exchange.Cobaltgroup.com|List- ABU Operations'
'CN=List- ABU Operations,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|listabuop@main.cobaltgroup.com|List- ABU Operations'
'CN=List- ABU Operations,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|listabuop@cobaltgroup.com|List- ABU Operations'
'CN=List- ABU Operations Review Contributors,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUOperationsReivewContributors@exchange.Cobaltgroup.com|List- ABU Operations Review Contributors'
'CN=List- ABU Operations Review Contributors,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUOperationsReivewContributors@cobaltgroup.com|List- ABU Operations Review Contributors'
'CN=List- ABU Operations Review Contributors,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUOperationsReivewContributors@cobalt.com|List- ABU Operations Review Contributors'
'CN=List- ABU Operations Review Contributors,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUOperationsReivewContributors@main.cobaltgroup.com|List- ABU Operations Review Contributors'
'CN=List- ABU P1 Prod Bug Escalation,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUP1ProdBugEscalation@exchange.Cobaltgroup.com|List- ABU P1 Prod Bug Escalation'
'CN=List- ABU P1 Prod Bug Escalation,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUP1ProdBugEscalation@main.cobaltgroup.com|List- ABU P1 Prod Bug Escalation'
'CN=List- ABU P1 Prod Bug Escalation,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUP1ProdBugEscalation@cobalt.com|List- ABU P1 Prod Bug Escalation'
'CN=List- ABU P1 Prod Bug Escalation,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUP1ProdBugEscalation@cobaltgroup.com|List- ABU P1 Prod Bug Escalation'
'CN=List- ABU PMO,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMO@cobaltgroup.com|List- ABU PMO'
'CN=List- ABU PMO,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMO@exchange.Cobaltgroup.com|List- ABU PMO'
'CN=List- ABU PMO,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMO@cobalt.com|List- ABU PMO'
'CN=List- ABU PMO,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMO@main.cobaltgroup.com|List- ABU PMO'
'CN=List- ABU PMO IT,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMOIT@cobalt.com|List- ABU PMO IT'
'CN=List- ABU PMO IT,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMOIT@exchange.Cobaltgroup.com|List- ABU PMO IT'
'CN=List- ABU PMO IT,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMOIT@main.cobaltgroup.com|List- ABU PMO IT'
'CN=List- ABU PMO IT,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMOIT@cobaltgroup.com|List- ABU PMO IT'
'CN=List- ABU PMO Leaders,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMOLeaders@cobalt.com|List- ABU PMO Leaders'
'CN=List- ABU PMO Leaders,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMOLeaders@exchange.Cobaltgroup.com|List- ABU PMO Leaders'
'CN=List- ABU PMO Leaders,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMOLeaders@main.cobaltgroup.com|List- ABU PMO Leaders'
'CN=List- ABU PMO Leaders,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMOLeaders@cobaltgroup.com|List- ABU PMO Leaders'
'CN=List- ABU PMO Products,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMOProducts@cobalt.com|List- ABU PMO Products'
'CN=List- ABU PMO Products,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMOProducts@exchange.Cobaltgroup.com|List- ABU PMO Products'
'CN=List- ABU PMO Products,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMOProducts@main.cobaltgroup.com|List- ABU PMO Products'
'CN=List- ABU PMO Products,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMOProducts@cobaltgroup.com|List- ABU PMO Products'
'CN=List- ABU PMO RM,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMORM@exchange.Cobaltgroup.com|List- ABU PMO RM'
'CN=List- ABU PMO RM,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMORM@main.cobaltgroup.com|List- ABU PMO RM'
'CN=List- ABU PMO RM,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMORM@cobalt.com|List- ABU PMO RM'
'CN=List- ABU PMO RM,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUPMORM@cobaltgroup.com|List- ABU PMO RM'
'CN=List- ABU Prioritization Process,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUprioritizationprocess@cobalt.com|List- ABU Prioritization Process'
'CN=List- ABU Prioritization Process,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUprioritizationprocess@exchange.Cobaltgroup.com|List- ABU Prioritization Process'
'CN=List- ABU Prioritization Process,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUprioritizationprocess@main.cobaltgroup.com|List- ABU Prioritization Process'
'CN=List- ABU Prioritization Process,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUprioritizationprocess@cobaltgroup.com|List- ABU Prioritization Process'
'CN=List- ABU Release Huddle,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUReleaseHuddle@exchange.Cobaltgroup.com|List- ABU Release Huddle'
'CN=List- ABU Release Huddle,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUReleaseHuddle@main.cobaltgroup.com|List- ABU Release Huddle'
'CN=List- ABU Release Huddle,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUReleaseHuddle@cobalt.com|List- ABU Release Huddle'
'CN=List- ABU Release Huddle,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUReleaseHuddle@cobaltgroup.com|List- ABU Release Huddle'
'CN=List- ABU Release Notification,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUReleaseNotification@exchange.Cobaltgroup.com|List- ABU Release Notification'
'CN=List- ABU Release Notification,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUReleaseNotification@main.cobaltgroup.com|List- ABU Release Notification'
'CN=List- ABU Release Notification,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUReleaseNotification@cobalt.com|List- ABU Release Notification'
'CN=List- ABU Release Notification,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUReleaseNotification@cobaltgroup.com|List- ABU Release Notification'
'CN=List- ABU Release Status,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUReleaseStatus@exchange.Cobaltgroup.com|List- ABU Release Status'
'CN=List- ABU Release Status,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUReleaseStatus@main.cobaltgroup.com|List- ABU Release Status'
'CN=List- ABU Release Status,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUReleaseStatus@cobalt.com|List- ABU Release Status'
'CN=List- ABU Release Status,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUReleaseStatus@cobaltgroup.com|List- ABU Release Status'
'CN=List- ABU Sev 1 Outages,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|abusev1outages@cobalt.com|List- ABU Sev 1 Outages'
'CN=List- ABU Sev 1 Outages,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|abusev1outages@main.cobaltgroup.com|List- ABU Sev 1 Outages'
'CN=List- ABU Sev 1 Outages,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|abusev1outages@exchange.Cobaltgroup.com|List- ABU Sev 1 Outages'
'CN=List- ABU Sev 1 Outages,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|abusev1outages@cobaltgroup.com|List- ABU Sev 1 Outages'
'CN=List- ABU Systems Engineering,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUSystemsEngineering@cobaltgroup.com|List- ABU Systems Engineering'
'CN=List- ABU Systems Engineering,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUSystemsEngineering@exchange.Cobaltgroup.com|List- ABU Systems Engineering'
'CN=List- ABU Systems Engineering,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUSystemsEngineering@cobalt.com|List- ABU Systems Engineering'
'CN=List- ABU Systems Engineering,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ABUSystemsEngineering@main.cobaltgroup.com|List- ABU Systems Engineering'
'CN=List- Accounts Receivable,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AccountsReceivable2@cobalt.com|List- Accounts Receivable'
'CN=List- Accounts Receivable,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AccountsReceivable2@exchange.Cobaltgroup.com|List- Accounts Receivable'
'CN=List- Accounts Receivable,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AccountsReceivable2@main.cobaltgroup.com|List- Accounts Receivable'
'CN=List- Accounts Receivable,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AccountsReceivable2@cobaltgroup.com|List- Accounts Receivable'
'CN=List- Ad Operations,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdOperations@exchange.Cobaltgroup.com|List- Ad Operations'
'CN=List- Ad Operations,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdOperations@main.cobaltgroup.com|List- Ad Operations'
'CN=List- Ad Operations,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdOperations@cobalt.com|List- Ad Operations'
'CN=List- Ad Operations,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdOperations@cobaltgroup.com|List- Ad Operations'
'CN=List- Admin Project Lynnwood,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdminProjectLynnwood@exchange.Cobaltgroup.com|List- Admin Project Lynnwood'
'CN=List- Admin Project Lynnwood,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdminProjectLynnwood@main.cobaltgroup.com|List- Admin Project Lynnwood'
'CN=List- Admin Project Lynnwood,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdminProjectLynnwood@cobalt.com|List- Admin Project Lynnwood'
'CN=List- Admin Project Lynnwood,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdminProjectLynnwood@cobaltgroup.com|List- Admin Project Lynnwood'
'CN=List- Admin Project Seattle,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdminProjectSeattle@exchange.Cobaltgroup.com|List- Admin Project Seattle'
'CN=List- Admin Project Seattle,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdminProjectSeattle@main.cobaltgroup.com|List- Admin Project Seattle'
'CN=List- Admin Project Seattle,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdminProjectSeattle@cobalt.com|List- Admin Project Seattle'
'CN=List- Admin Project Seattle,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdminProjectSeattle@cobaltgroup.com|List- Admin Project Seattle'
'CN=List- Adobe Connect Users,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdobeConnectUsers@exchange.Cobaltgroup.com|List- Adobe Connect Users'
'CN=List- Adobe Connect Users,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdobeConnectUsers@main.cobaltgroup.com|List- Adobe Connect Users'
'CN=List- Adobe Connect Users,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdobeConnectUsers@cobalt.com|List- Adobe Connect Users'
'CN=List- Adobe Connect Users,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdobeConnectUsers@cobaltgroup.com|List- Adobe Connect Users'
'CN=List- Advanced Analytics Group,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|aag@cobalt.com|List- Advanced Analytics Group'
'CN=List- Advanced Analytics Group,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|aag@cobaltgroup.com|List- Advanced Analytics Group'
'CN=List- Advanced Analytics Group,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|aag@exchange.cobaltgroup.com|List- Advanced Analytics Group'
'CN=List- Advanced Analytics Group,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|aag@main.cobaltgroup.com|List- Advanced Analytics Group'
'CN=List- Advanced Analytics Group,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdvancedAnalyticsGroup@exchange.Cobaltgroup.com|List- Advanced Analytics Group'
'CN=List- Advanced Analytics Group,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdvancedAnalyticsGroup@main.cobaltgroup.com|List- Advanced Analytics Group'
'CN=List- Advanced Analytics Group,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdvancedAnalyticsGroup@cobalt.com|List- Advanced Analytics Group'
'CN=List- Advanced Analytics Group,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdvancedAnalyticsGroup@cobaltgroup.com|List- Advanced Analytics Group'
'CN=List- Advertising COE Team,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdvertisingCOETeam@exchange.Cobaltgroup.com|List- Advertising COE Team'
'CN=List- Advertising COE Team,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdvertisingCOETeam@main.cobaltgroup.com|List- Advertising COE Team'
'CN=List- Advertising COE Team,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdvertisingCOETeam@cobalt.com|List- Advertising COE Team'
'CN=List- Advertising COE Team,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AdvertisingCOETeam@cobaltgroup.com|List- Advertising COE Team'
'CN=List- AHM PS,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ahmps@cobalt.com|List- AHM PS'
'CN=List- AHM PS,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ahmps@main.cobaltgroup.com|List- AHM PS'
'CN=List- AHM PS,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ahmps@exchange.Cobaltgroup.com|List- AHM PS'
'CN=List- AHM PS,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|ahmps@cobaltgroup.com|List- AHM PS'
'CN=List- All,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|Everyone2@cobaltgroup.com|List- All'
'CN=List- All,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|Everyone2@exchange.Cobaltgroup.com|List- All'
'CN=List- All,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|all@cobaltgroup.com|List- All'
'CN=List- All,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|Everyone2@cobalt.com|List- All'
'CN=List- All,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|Everyone2@main.cobaltgroup.com|List- All'
'CN=List- All,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|Everyone@exchange.Cobaltgroup.com|List- All'
'CN=List- All,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|all@exchange.cobaltgroup.com|List- All'
'CN=List- All Office,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|List-AllOffice@exchange.Cobaltgroup.com|List- All Office'
'CN=List- All Office,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|List-AllOffice@main.cobaltgroup.com|List- All Office'
'CN=List- All Office,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|List-AllOffice@cobalt.com|List- All Office'
'CN=List- All Office,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|List-AllOffice@cobaltgroup.com|List- All Office'
'CN=List- All Sales Mgmt,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|SalesMgmt@cobaltgroup.com|List- All Sales Mgmt'
'CN=List- All Sales Mgmt,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|SalesMgmt@exchange.Cobaltgroup.com|List- All Sales Mgmt'
'CN=List- All Sales Mgmt,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|SalesMgmt@cobalt.com|List- All Sales Mgmt'
'CN=List- All Sales Mgmt,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|SalesMgmt@main.cobaltgroup.com|List- All Sales Mgmt'
'CN=List- Analytics Cobalt Link Issues,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AnalyticsCobaltLinkIssues@exchange.Cobaltgroup.com|List- Analytics Cobalt Link Issues'
'CN=List- Analytics Cobalt Link Issues,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AnalyticsCobaltLinkIssues@main.cobaltgroup.com|List- Analytics Cobalt Link Issues'
'CN=List- Analytics Cobalt Link Issues,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AnalyticsCobaltLinkIssues@cobalt.com|List- Analytics Cobalt Link Issues'
'CN=List- Analytics Cobalt Link Issues,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AnalyticsCobaltLinkIssues@cobaltgroup.com|List- Analytics Cobalt Link Issues'
'CN=List- Apps DBA,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AppsDBA@cobaltgroup.com|List- Apps DBA'
'CN=List- Apps DBA,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AppsDBA@exchange.Cobaltgroup.com|List- Apps DBA'
'CN=List- Apps DBA,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AppsDBA@cobalt.com|List- Apps DBA'
'CN=List- Apps DBA,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|AppsDBA@main.cobaltgroup.com|List- Apps DBA'
'CN=List- Apps&Svcs,CN=Recipients,CN=Users,DC=main,DC=cobaltgroup,DC=com|appsvcs@cobalt.com|List- Apps&Svcs'
